hotelType,bedType,bed,roomType,view,origin,room_master
apartment ,Other,Other,Other,Other,01 Bedroom Apartment,
apartment ,Other,Other,Other,Other,02 Bedroom Apartment,
apartment ,Other,Other,deluxe ,city ,1 Bed Apartment Deluxe City,
apartment ,Other,Other,Other,Other,1 Bedroom + Living Room Apartment 2 People,
apartment ,Other,Other,Other,Other,1 Bedroom Apartment,
apartment ,Other,Other,Other,Other,1 Bedroom Apartment (1),
apartment ,Other,Other,Other,Other,1 Bedroom Apartment (2 Adults),
apartment ,Other,Other,Other,Other,1 Bedroom Apartment (2),
apartment ,Other,Other,Other,Other,1 Bedroom Apartment (4 Adults),
apartment ,Other,Other,Other,Other,1 Bedroom Apartment - Room Only,
apartment ,Other,Other,deluxe ,Other,1 Bedroom Apartment Deluxe,
apartment ,Other,Other,Other,Other,1 Bedroom Apartment Hot Deal,
apartment ,Other,Other,Other,Other,1 Bedroom Apartment With Breakfast,
apartment ,king ,Other,Other,Other,"1 Bedroom Apartment, 1 King Size Bed",
apartment ,Other,Other,deluxe ,Other,1 Bedroom Deluxe Apartment,
apartment ,Other,Other,executive ,Other,1 Bedroom Executive Apartment,
apartment ,Other,Other,deluxe ,Other,1 Bedroom Grand Deluxe Apartment,
apartment ,Other,Other,premier ,Other,1 Bedroom Premier Apartment,
apartment ,Other,Other,Other,Other,1 Bedroom Service Apartment,
apartment ,Other,Other,superior ,Other,1 Bedroom Superior Apartment,
apartment ,Other,Other,Other,Other,1-Bedroom Apartment,
apartment ,king ,Other,Other,Other,1-Bedroom Apartment With King Bed,
apartment ,Other,Other,deluxe ,Other,1-Bedroom Grand Deluxe Apartment,
apartment ,Other,Other,Other,Other,2 Bed Room Apartment,
apartment ,Other,Other,Other,Other,2 Bedroom Apartment,
apartment ,Other,Other,Other,Other,2 Bedroom Apartment (4 Adults),
apartment ,Other,Other,Other,Other,2 Bedroom Apartment (5 Adults),
apartment ,Other,Other,Other,Other,2 Bedroom Apartment (6 Adults),
apartment ,Other,Other,deluxe ,Other,2 Bedroom Apartment Deluxe,
apartment ,Other,Other,deluxe ,Other,2 Bedroom Deluxe Apartment,
apartment ,Other,Other,executive ,Other,2 Bedroom Executive Apartment,
apartment ,Other,Other,premier ,Other,2 Bedroom Premier Apartment,
apartment ,Other,Other,Other,Other,2 Bedroom Standard Apartment,
apartment ,Other,Other,superior ,Other,2 Bedroom Superior Apartment,
apartment ,Other,Other,Other,Other,2 Bedrooms Apartment,
apartment ,Other,Other,Other,Other,2-Bedroom Apartment,
apartment ,Other,Other,Other,Other,2-Bedroom Apartment ‒ Non-Smoking,
apartment ,Other,Other,Other,city ,2-Bedroom City View Apartment With Terrace,
apartment ,Other,Other,deluxe ,Other,2-Bedroom Deluxe Apartment,
apartment ,Other,Other,premier ,Other,2-Bedroom Premier Apartment,
apartment ,Other,Other,quadruple ,Other,2-Bedroom Quadruple Apartment - Non-Smoking,
apartment ,Other,Other,Other,sea ,3 Bed Room Apartment With Sea View,
apartment ,Other,Other,Other,Other,3 Bedroom Apartment,
apartment ,Other,Other,Other,Other,3 Bedroom Apartment (6 Adults),
apartment ,Other,Other,deluxe ,Other,3 Bedroom Deluxe Apartment,
apartment ,Other,Other,executive ,Other,3 Bedroom Executive Apartment,
apartment ,Other,Other,Other,Other,3 Bedroom Standard Apartment,
apartment ,Other,Other,Other,Other,3-Bedroom Apartment,
apartment ,Other,Other,Other,Other,3-Bedroom Apartment For 5 People,
apartment ,Other,Other,Other,Other,3-Bedroom Apartment For 7 People,
apartment ,Other,Other,Other,Other,3-Bedroom Apartment For 8 People,
apartment ,Other,Other,Other,Other,3-Bedroom Apartment With 2 Bathrooms,
apartment ,Other,Other,Other,city ,3-Bedroom City View Apartment - Non-Smoking,
apartment ,Other,Other,Other,Other,Apartment,
apartment ,Other,Other,Other,Other,Apartment - 1 Bedroom,
apartment ,Other,Other,Other,Other,Apartment - 2 Bedroom,
apartment ,Other,Other,Other,Other,Apartment 1 Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment 1 Bedroom - Deluxe,
apartment ,Other,Other,executive ,Other,Apartment 1 Bedroom - Executive,
apartment ,Other,Other,premier ,Other,Apartment 1 Bedroom - Premier,
apartment ,Other,Other,superior ,Other,Apartment 1 Bedroom - Superior,
apartment ,Other,Other,deluxe ,Other,Apartment 1 Bedroom Deluxe,
apartment ,Other,Other,Other,Other,Apartment 1 Bedroom Excecutive,
apartment ,Other,Other,executive ,Other,Apartment 1 Bedroom Executive,
apartment ,Other,Other,deluxe ,Other,Apartment 1 Bedroom-Deluxe,
apartment ,Other,Other,executive ,Other,Apartment 1 Bedroom-Executive,
apartment ,Other,Other,premier ,Other,Apartment 1 Bedroom-Premier,
apartment ,Other,Other,premier ,Other,Apartment 1-Bedroom Premier,
apartment ,Other,Other,Other,Other,Apartment 1a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 1b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 2 Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment 2 Bedroom - Deluxe,
apartment ,Other,Other,executive ,Other,Apartment 2 Bedroom - Executive,
apartment ,Other,Other,Other,Other,Apartment 2 Bedroom - Luxury,
apartment ,Other,Other,premier ,Other,Apartment 2 Bedroom - Premier,
apartment ,Other,Other,premium ,Other,Apartment 2 Bedroom - Premium,
apartment ,Other,Other,superior ,Other,Apartment 2 Bedroom - Superior,
apartment ,Other,Other,deluxe ,Other,Apartment 2 Bedroom Deluxe,
apartment ,Other,Other,executive ,Other,Apartment 2 Bedroom Executive,
apartment ,Other,Other,premier ,Other,Apartment 2 Bedroom Premier,
apartment ,Other,Other,deluxe ,Other,Apartment 2 Bedrooms-Deluxe,
apartment ,Other,Other,executive ,Other,Apartment 2 Bedrooms-Executive,
apartment ,Other,Other,premier ,Other,Apartment 2 Bedrooms-Premier,
apartment ,Other,Other,premier ,Other,Apartment 2-Bedroom Premier,
apartment ,Other,Other,Other,Other,Apartment 2a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 2b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 3 Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment 3 Bedroom - Deluxe,
apartment ,Other,Other,deluxe ,Other,Apartment 3 Bedroom Deluxe,
apartment ,Other,Other,premier ,Other,Apartment 3 Bedroom Premier,
apartment ,Other,Other,deluxe ,Other,Apartment 3 Bedrooms-Deluxe,
apartment ,Other,Other,premier ,Other,Apartment 3 Bedrooms-Premier,
apartment ,Other,Other,Other,Other,Apartment 3a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 3b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 4a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 4b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 5,
apartment ,Other,Other,Other,Other,Apartment 5a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 5b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 6,
apartment ,Other,Other,Other,Other,Apartment 6a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 6b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 7a ( 7 Pax),
apartment ,Other,Other,Other,Other,Apartment 7b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment 8a ( 7pax),
apartment ,Other,Other,Other,Other,Apartment 8b ( 6 Pax),
apartment ,Other,Other,Other,Other,Apartment Capacity 4 Two Bedrooms,
apartment ,Other,Other,deluxe ,Other,Apartment Deluxe One Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment Deluxe Three Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment Deluxe Two Bedroom,
apartment ,Other,Other,executive ,Other,Apartment Executive One Bedroom,
apartment ,Other,Other,executive ,Other,Apartment Executive Three Bedrooms,
apartment ,Other,Other,executive ,Other,Apartment Executive Two Bedrooms,
apartment ,Other,Other,Other,Other,Apartment One Bedroom,
apartment ,Other,Other,deluxe ,Other,Apartment One Bedroom Deluxe,
apartment ,Other,Other,executive ,Other,Apartment One Bedroom Executive,
apartment ,Other,Other,premier ,Other,Apartment One Bedroom Premier,
apartment ,Other,Other,premier ,Other,Apartment Premier One Bedroom,
apartment ,Other,Other,premier ,Other,Apartment Premier Two Bedrooms,
apartment ,queen ,Other,Other,Other,Apartment Queen Room,
apartment ,Other,Other,suite ,Other,Apartment Suite,
apartment ,Other,Other,suite ,Other,Apartment Suite.,
apartment ,Other,Other,superior ,Other,Apartment Superior One Bedroom,
apartment ,Other,Other,superior ,Other,Apartment Superior Two Bedrooms,
apartment ,Other,Other,Other,Other,Apartment Three Bedrooms,
apartment ,Other,Other,deluxe ,Other,Apartment Two Bedroom Deluxe,
apartment ,Other,Other,executive ,Other,Apartment Two Bedroom Executive,
apartment ,Other,Other,premier ,Other,Apartment Two Bedroom Premier,
apartment ,Other,Other,Other,Other,Apartment Two Bedrooms,
apartment ,Other,Other,Other,Other,Apartment With 1-Bedroom,
apartment ,Other,Other,Other,Other,Apartment With Balcony,
apartment ,Other,Other,Other,Other,"Apartment, 1 Bedroom",
apartment ,Other,Other,Other,Other,"Apartment, 1 Bedroom ( #1 )",
apartment ,Other,Other,Other,Other,"Apartment, 1 Bedroom ( #2 )",
apartment ,Other,Other,suite ,Other,"Apartment, 1 Bedroom (Brown Suite)",
apartment ,Other,Other,Other,Other,"Apartment, 1 Bedroom, Balcony",
apartment ,Other,Other,Other,Other,"Apartment, 1 Bedroom, Non Smoking (Study)",
apartment ,Other,double twin ,Other,Other,"Apartment, 1 Double Or 2 Twin Beds",
apartment ,Other,Other,Other,city ,"Apartment, 2 Bedrooms, City View",
apartment ,Other,Other,Other,Other,"Apartment, 3 Bedrooms",
apartment ,king ,single ,Other,Other,"Apartment, 3 Bedrooms (2 King And 3 Single Beds)",
apartment ,Other,Other,Other,Other,"Apartment, River View",
apartment ,Other,Other,Other,city ,"City Apartment, 3 Bedrooms",
apartment ,Other,Other,classic ,Other,"Classic Apartment, 1 Bedroom, Kitchen",
apartment ,Other,Other,classic ,Other,Classic One Bedroom Apartment,
apartment ,Other,Other,Other,Other,Comfort Apartment,
apartment ,Other,Other,deluxe ,Other,Deluxe 2-Bedroom Apartment,
apartment ,Other,Other,deluxe ,Other,Deluxe 2-Bedrooms Apartment,
apartment ,Other,Other,deluxe ,Other,Deluxe Apartment,
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, 1 Bedroom",
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, 1 Bedroom, Kitchen",
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, 2 Bedrooms",
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, 2 Bedrooms, Kitchen",
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, 3 Bedrooms",
apartment ,Other,Other,deluxe ,city ,"Deluxe Apartment, 3 Bedrooms, Non Smoking, City View",
apartment ,king queen ,twin single ,deluxe ,city ,"Deluxe Apartment, 4 Bedrooms, City View (1 King , 1 Queen, 1 Twin And 1 Single)",
apartment ,Other,Other,deluxe ,Other,"Deluxe Apartment, Alley View",
apartment ,Other,Other,deluxe ,city ,"Deluxe Apartment, City View",
apartment ,Other,Other,deluxe ,city ,"Deluxe Apartment, Kitchenette, City View",
apartment ,Other,Other,deluxe ,Other,Deluxe One Bedroom Apartment,
apartment ,Other,Other,deluxe ,Other,Deluxe Two Bedroom Apartment,
apartment ,Other,Other,Other,Other,Duplex 3-Bedroom Apartment,
apartment ,Other,Other,executive ,Other,Executive 2-Bedroom Apartment,
apartment ,Other,Other,executive ,Other,Executive Apartment,
apartment ,Other,Other,executive ,Other,"Executive Apartment, 1 Bedroom",
apartment ,Other,Other,executive ,Other,"Executive Apartment, 1 Bedroom, Kitchen",
apartment ,Other,Other,executive ,Other,"Executive Apartment, 2 Bedrooms",
apartment ,Other,Other,executive ,Other,"Executive Apartment, 2 Bedrooms, Kitchen",
apartment ,Other,Other,executive ,city ,"Executive Apartment, 3 Bedrooms, Private Bathroom, City View",
apartment ,Other,Other,Other,Other,Harbourside 2 Bedroom Apartment,
apartment ,Other,Other,Other,garden ,One Bedroom Apartment With Garden,
apartment ,Other,Other,Other,Other,One Bedroom Apartment With Sofa Bed,
apartment ,Other,Other,deluxe ,Other,One Bedroom Deluxe Apartment,
apartment ,Other,Other,premier ,Other,Premier 2-Bedroom Apartment,
apartment ,Other,Other,premier ,Other,Premier Apartment,
apartment ,Other,Other,premier ,Other,"Premier Apartment, 1 Bedroom",
apartment ,Other,Other,premier ,Other,"Premier Apartment, 1 Bedroom, Kitchen",
apartment ,king ,Other,premier ,Other,"Premier Apartment, 1 King Bed, Kitchen",
apartment ,Other,Other,premier ,Other,Premier One Bedroom Apartment With Study Room,
apartment ,Other,Other,premium ,Other,Premium 2-Bedroom Apartment,
apartment ,Other,Other,Other,Other,Skylark Apartment,
apartment ,Other,Other,Other,Other,Skyline Series Two Bedroom Apartment,
apartment ,Other,Other,Other,Other,Standard 2-Bedroom Apartment,
apartment ,Other,Other,Other,Other,Standard Apartment,
apartment ,king ,Other,Other,city ,"Standard Apartment, 1 King Bed, Accessible, City View",
apartment ,Other,Other,Other,city ,"Standard Apartment, 2 Bedrooms, City View",
apartment ,Other,Other,Other,city ,"Standard Apartment, 2 Bedrooms, Non Smoking, City View",
apartment ,Other,Other,Other,city ,"Standard Apartment, 3 Bedrooms, Non Smoking, City View",
apartment ,Other,Other,Other,garden ,"Standard Apartment, Kitchen (1 Bedroom Garden View)",
apartment ,Other,Other,Other,garden ,"Standard Apartment, Kitchenette (2 Bedroom Garden View)",
apartment ,Other,Other,Other,Other,Standard One-Bedroom Apartment,
apartment ,Other,Other,suite ,Other,Suite One Bedroom Apartment,
apartment ,Other,Other,superior ,Other,Superior 1-Bedroom Apartment,
apartment ,Other,Other,superior ,Other,Superior Apartment,
apartment ,Other,Other,superior ,city ,"Superior Apartment, 1 Bedroom, Accessible, City View",
apartment ,king ,twin single ,superior ,city ,"Superior Apartment, 3 Bedrooms, City View (1 King , 1 Twin And 1 Single)",
apartment ,Other,Other,superior ,Other,Superior One-Bedroom Apartment,
apartment ,Other,Other,Other,Other,Three Bedroom Apartment,
apartment ,Other,Other,Other,Other,Three Bedroom Apartment (5 Adults),
apartment ,Other,Other,Other,Other,Three Bedroom Apartment (6 Adults),
apartment ,Other,triple ,Other,Other,Triple Room Apartment,
apartment ,Other,Other,Other,Other,Two - Bedroom Apartment,
apartment ,Other,Other,Other,Other,Two Bedroom Apartment,
apartment ,Other,Other,Other,Other,Two-Bedrooms Apartment,
apartment club ,Other,Other,executive ,Other,Apartment 1 Bedroom - Club Room - Executive,
apartment club ,Other,Other,executive ,Other,Apartment 2 Bedroom - Club Room - Executive,
apartment club ,Other,Other,premier ,Other,Apartment 2 Bedroom - Club Room - Premier,
apartment penthouse ,Other,Other,penthouse ,Other,Apartment Penthouse,
apartment pool ,Other,Other,Other,Other,"Apartment, Pool View",
apartment pool ,Other,Other,premium ,Other,"Premium Apartment, 3 Bedrooms, Pool View",
apartment residence ,Other,Other,Other,Other,Apartment 1 Bedroom-Residence,
apartment residence ,Other,Other,Other,Other,Apartment 2 Bedrooms-Residence,
apartment residence ,Other,Other,Other,Other,Apartment One Bedroom Residence,
apartment residence ,Other,Other,Other,Other,Apartment Two Bedrooms Residence,
apartment shared ,Other,Other,shared ,Other,"Apartment, 2 Bedrooms, Shared Bathroom",
capsule ,Other,single ,Other,Other,2-Single Capsule Private Room,
capsule ,Other,single ,Other,Other,4-Single Capsule Private Room,
capsule ,Other,single ,premium ,Other,4-Single Premium Capsule Private Room,
capsule ,Other,Other,Other,Other,Capsule (2 Persons),
capsule ,Other,Other,Other,Other,Capsule Beds,
capsule ,Other,double ,Other,Other,Capsule Double Bed,
capsule ,Other,double ,Other,Other,Double Capsule,
capsule ,queen ,Other,Other,Other,Female Queen Capsule,
capsule ,queen ,Other,premium ,Other,Premium Queen Capsule,
capsule ,Other,Other,Other,Other,Private Room With 2 Beds Capsule,
capsule ,queen ,Other,Other,Other,Queen Capsule,
capsule ,queen ,Other,Other,Other,Queen Capsule - Female Only,
capsule ,queen ,Other,Other,Other,Queen Capsule - Mixed,
capsule dormitory ,Other,Other,Other,Other,10-Capsule Bed Dormitory -- Mixed,
capsule share ,Other,double ,Other,Other,Capsule Double (Share Bathroom),
club ,Other,Other,deluxe ,Other,(Club Floor) 1 Bedroom Deluxe,
club ,Other,Other,premier ,Other,(Club Floor) 1 Bedroom Premier,
club ,Other,Other,deluxe ,Other,(Club Floor) 2 Bedroom Deluxe,
club ,Other,Other,premier ,Other,(Club Floor) 2 Bedroom Premier,
club ,Other,Other,deluxe ,Other,(West Wing) Club Deluxe,
club ,king ,Other,Other,Other,1 King Bed Club Nonsmoking,
club ,king ,Other,Other,Other,1 King Club Nonsmoking,
club ,Other,Other,Other,Other,Athenee Club,
club ,Other,Other,suite ,Other,Athenee Suite With Club Lounge Access,
club ,Other,Other,suite ,Other,Belaire Suite With Club Lounge Benefits,
club ,Other,Other,Other,Other,Capri Club,
club ,Other,Other,Other,Other,Capri Club Room,
club ,Other,Other,Other,Other,Carlton Club,
club ,Other,Other,Other,Other,Club  Room,
club ,Other,Other,Other,Other,Club + Breakfast,
club ,Other,Other,Other,Other,Club Bay View,
club ,Other,Other,Other,Other,Club C River View,
club ,Other,Other,Other,city ,Club City View,
club ,Other,Other,Other,city ,Club City View With Breakfast,
club ,Other,Other,deluxe ,Other,Club Deluxe,
club ,Other,Other,deluxe ,Other,Club Deluxe (Club Access),
club ,king ,Other,deluxe ,Other,Club Deluxe King,
club ,king ,Other,deluxe ,Other,Club Deluxe King Bed,
club ,Other,Other,deluxe ,Other,Club Deluxe Room,
club ,Other,twin ,deluxe ,Other,Club Deluxe Room With Twin Bed - Club Lounge Access For Adults Only,
club ,Other,Other,deluxe suite ,Other,Club Deluxe Suite,
club ,Other,twin ,deluxe ,Other,Club Deluxe Twin,
club ,Other,twin ,deluxe ,Other,Club Deluxe Twin Room,
club ,Other,double ,Other,Other,Club Double,
club ,Other,double twin ,executive ,Other,"Club Double Or Twin Room, 1 Bedroom, Business Lounge Access, Executive Level",
club ,Other,double ,Other,Other,Club Double Room,
club ,Other,Other,executive deluxe ,Other,Club Executive Deluxe,
club ,Other,Other,Other,Other,Club Floor,
club ,Other,Other,deluxe suite ,Other,Club Floor 2-Bedroom Deluxe Suite,
club ,Other,Other,suite ,Other,Club Floor 3-Bedroom Suite,
club ,Other,Other,Other,garden ,Club Garden + Breakfast,
club ,Other,Other,Other,garden ,Club Garden View,
club ,Other,Other,Other,Other,Club Grand,
club ,Other,Other,executive ,Other,Club Grand Executive,
club ,king ,Other,Other,Other,Club Intercontinental Room King,
club ,Other,Other,suite ,Other,Club Junior Suite,
club ,Other,twin ,suite ,Other,Club Junior Suite With Twin Bed - Club Lounge Access For Adults Only,
club ,Other,double ,Other,Other,Club Lux Double,
club ,Other,Other,Other,Other,Club Luxx,
club ,Other,Other,Other,Other,Club Marina Bay,
club ,Other,Other,Other,Other,Club Park View,
club ,Other,Other,Other,Other,Club Plus Room,
club ,Other,Other,premier ,Other,Club Premier,
club ,Other,Other,premier suite ,Other,Club Premier  Suite,
club ,Other,Other,premier ,Other,Club Premier Room,
club ,Other,Other,premier suite ,Other,Club Premier Suite,
club ,Other,Other,Other,Other,Club Prestige,
club ,Other,Other,Other,Other,Club River View,
club ,Other,Other,Other,Other,Club Room,
club ,Other,Other,Other,Other,Club Room (Le Meridien),
club ,king ,Other,Other,Other,Club Room King,
club ,Other,Other,Other,lake ,Club Room With Lake View,
club ,Other,double ,Other,Other,"Club Room, 1 Double Bed",
club ,Other,Other,deluxe ,Other,Club Sanook Deluxe With Benefits,
club ,Other,Other,suite ,Other,Club Suite,
club ,Other,Other,suite ,Other,Club Suite With Breakfast,
club ,Other,Other,suite ,Other,Club Suite With Club Access,
club ,Other,Other,superior ,Other,Club Superior,
club ,Other,Other,Other,towers ,Club Towers View + Breakfast,
club ,Other,Other,Other,Other,Club Tribeca With Club Lounge Benefits,
club ,Other,twin ,Other,Other,Club Twin,
club ,Other,twin ,Other,towers ,Club Twin Towers View Room (Formerly Club Towers View),
club ,Other,Other,Other,Other,Courtyard Club,
club ,Other,Other,Other,Other,Courtyard Club Business Lounge Access,
club ,Other,Other,Other,city ,Crystal Club City View,
club ,Other,Other,deluxe ,Other,Crystal Club Deluxe With Extra Benefits,
club ,Other,Other,premier ,Other,Crystal Club Premier With Extra Benefits,
club ,Other,Other,Other,Other,Crystal Club River View,
club ,Other,Other,deluxe ,Other,Deluxe Club,
club ,Other,Other,deluxe ,Other,Deluxe Club Business Lounge Access,
club ,Other,Other,deluxe ,Other,Deluxe Club Room,
club ,Other,Other,deluxe ,Other,Deluxe Club Room With Breakfast,
club ,Other,Other,deluxe ,Other,Deluxe Club With Breakfast,
club ,Other,Other,deluxe ,Other,"Deluxe Club, Business Lounge Access",
club ,Other,double ,Other,Other,Double  Pacific Club Room,
club ,Other,double ,Other,Other,Double Club Bayview,
club ,Other,double ,Other,city ,Double Club City View,
club ,Other,double ,deluxe ,Other,Double Club Deluxe,
club ,Other,double ,executive ,Other,Double Club Executive,
club ,Other,double ,Other,garden ,Double Club Garden View Room,
club ,Other,double ,Other,Other,Double Club Park View,
club ,Other,double ,premier ,Other,Double Club Premier,
club ,Other,double ,Other,Other,Double Club Room,
club ,Other,double ,premium ,Other,Double Club Room-Premium-World,
club ,Other,double ,suite ,Other,Double Club Suite,
club ,Other,double ,Other,Other,Double Club World,
club ,Other,double ,executive ,Other,Double Courtyard Executive Club,
club ,Other,double ,Other,Other,Double Crystal Club,
club ,Other,double ,Other,Other,Double Crystal Club Room,
club ,Other,double twin ,Other,city ,Double Or Twin Club City Room,
club ,Other,double twin ,deluxe ,Other,Double Or Twin Club Deluxe,
club ,Other,double twin ,deluxe ,Other,Double Or Twin Club Deluxe River View,
club ,Other,double twin ,executive ,Other,Double Or Twin Club Executive,
club ,Other,double twin ,Other,Other,Double Or Twin Club Gsanook Chill With Benefits,
club ,Other,double twin ,Other,Other,Double Or Twin Club Kallang,
club ,Other,double twin ,Other,Other,Double Or Twin Club Marina,
club ,Other,double twin ,Other,Other,Double Or Twin Club Marina Bay Room,
club ,Other,double twin ,premier ,Other,Double Or Twin Club Premier,
club ,king ,double twin ,Other,Other,Double Or Twin Club Prestige King,
club ,Other,double twin ,Other,Other,Double Or Twin Club Room,
club ,Other,double twin ,Other,Other,Double Or Twin Club Room-Pacific,
club ,Other,double twin ,Other,Other,Double Or Twin Club Tribeca,
club ,Other,double twin ,Other,Other,Double Or Twin Club World,
club ,Other,double twin ,premier ,Other,Double Or Twin Club-Premier,
club ,Other,double twin ,Other,Other,Double Or Twin Crystal Club,
club ,Other,double twin ,Other,Other,Double Or Twin Dusit Club,
club ,Other,double twin ,executive ,Other,Double Or Twin Executive-Club Room,
club ,Other,double twin ,premier ,Other,Double Or Twin Meritus Club Premier,
club ,Other,double twin ,Other,Other,Double Or Twin Meritus Club Room,
club ,Other,double twin ,Other,Other,Double Or Twin Okura Club,
club ,Other,double twin ,Other,Other,Double Or Twin Pacific Club Room,
club ,Other,double twin ,premier ,Other,Double Or Twin Premier Club,
club ,Other,double twin ,Other,Other,Double Or Twin Serenity Club,
club ,Other,double twin ,Other,Other,Double Or Twin Straits Club Courtyard,
club ,Other,double twin ,Other,Other,Double Or Twin Straits Club Heritage,
club ,Other,double twin ,Other,Other,Double Or Twin Straits Club Quay,
club ,Other,double twin ,deluxe ,Other,Double Or Twin World Club Room Deluxe,
club ,Other,double ,Other,Other,Double Orchid Club,
club ,Other,double ,deluxe ,Other,Double Orchid Club Deluxe,
club ,Other,double ,premier ,Other,Double Orchid Club Premier,
club ,Other,double ,Other,Other,Double Peranakan Club,
club ,Other,double ,Other,city ,Double Room - Club Room - City View,
club ,Other,double ,Other,garden ,Double Room - Club Room - Garden,
club ,Other,double ,Other,Other,Double Room - Club Room - Plus,
club ,Other,double ,Other,Other,Double Room - Club Room - Royal,
club ,Other,double ,deluxe ,Other,Double Room - Deluxe - Club Room,
club ,Other,double ,executive ,Other,Double Room - Executive - Club Room,
club ,Other,double ,Other,Other,Double Room - Park View - Club Room,
club ,Other,double ,premier ,Other,Double Room - Premier - Club Room,
club ,king ,double ,Other,Other,Double Room King Bed - Club Room,
club ,king ,double ,executive ,Other,Double Room King Bed - Executive - Club Room,
club ,Other,double ,Other,Other,Double Royal Club,
club ,Other,double ,Other,Other,Double Sheraton Club,
club ,Other,double ,Other,Other,Double Straits Club Courtyard,
club ,Other,double ,Other,Other,Double Straits Club Heritage,
club ,Other,double ,Other,Other,Double Straits Club Postmaster,
club ,Other,double ,Other,Other,Double Straits Club Quay,
club ,Other,double twin ,Other,Other,Double/Twin Banyan Tree-Club,
club ,Other,double twin ,Other,Other,Double/Twin Club Tribeca,
club ,Other,double twin ,deluxe ,Other,Double/Twin Deluxe-Club Room,
club ,Other,double twin ,deluxe ,Other,Double/Twin World-Club Room-Deluxe,
club ,Other,Other,Other,Other,Dusit Club Room,
club ,Other,twin ,Other,Other,Dusit Club Room Twin Bed,
club ,Other,Other,executive ,Other,Executive Club,
club ,Other,Other,executive deluxe ,Other,Executive Club Deluxe,
club ,Other,Other,executive suite ,Other,Executive Club Plaza Suite,
club ,Other,Other,executive ,Other,Executive Club Room,
club ,king ,Other,executive ,Other,Executive Club Room King Bed,
club ,Other,Other,executive ,Other,Executive Club Room With Breakfast,
club ,Other,Other,executive ,Other,Executive Club.,
club ,Other,Other,executive ,Other,Executive Room With Club Benefits,
club ,Other,Other,executive ,Other,Executive With Club Benefits,
club ,Other,Other,Other,Other,G Club,
club ,king ,Other,Other,Other,G Club King Room,
club ,Other,Other,Other,garden ,Garden Club,
club ,Other,Other,Other,Other,Grand Club,
club ,Other,Other,Other,Other,Grand Club Room,
club ,Other,Other,Other,Other,Grand Room (Club),
club ,Other,Other,Other,Other,Intercontinental Club Room,
club ,Other,Other,suite ,Other,Junior Suite - Club,
club ,Other,Other,suite ,Other,Junior Suite Club,
club ,Other,Other,suite ,Other,Junior Suite With Club Benefits,
club ,Other,Other,Other,Other,Le Meridien Club,
club ,Other,Other,Other,Other,Meritus Club,
club ,Other,Other,Other,Other,Meritus Club Marina Bay View,
club ,Other,Other,premier ,Other,Meritus Club Premier Room,
club ,Other,Other,Other,Other,Meritus Club Room,
club ,Other,Other,Other,Other,New Wing Club Room,
club ,Other,Other,Other,Other,Okura Club,
club ,Other,Other,Other,Other,Orchid Club,
club ,Other,Other,deluxe ,Other,Orchid Club Deluxe,
club ,Other,Other,deluxe ,Other,Orchid Club Deluxe Room,
club ,Other,Other,premier ,Other,Orchid Club Premier,
club ,Other,Other,Other,Other,Pacific Club,
club ,king ,Other,Other,Other,Pacific Club King,
club ,Other,Other,Other,Other,Pacific Club Room,
club ,Other,Other,suite ,Other,Pacific Club Suite,
club ,Other,Other,Other,Other,Panorama Club Room,
club ,Other,Other,Other,Other,Peranakan Club,
club ,Other,Other,premier ,Other,Premier Club,
club ,Other,Other,premier ,Other,Premier Club Room,
club ,Other,Other,premium ,Other,Premium Club Corner Room,
club ,Other,Other,premium deluxe suite ,Other,Premium Club Deluxe Suite Room,
club ,Other,Other,Other,Other,Prestige Club,
club ,king ,Other,suite ,Other,Prestige King Suite Club Millesime Access,
club ,Other,Other,Other,Other,Royal Club Room,
club ,Other,Other,Other,Other,Royal Club Room With Club Lounge Access,
club ,Other,Other,Other,Other,Royale Club,
club ,Other,Other,Other,Other,Serenity  Club,
club ,Other,Other,Other,Other,Sheraton Club  Room ,
club ,Other,Other,Other,Other,Sheraton Club Room,
